20:15:43.367;Open_Page Execution_Time(ms):; 1847; Page_URL:; http://localhost:8081/#!/login;
20:15:43.430;Wait_For_Page_Update Execution_Time(ms):; 35; Page_URL:; http://localhost:8081/#!/login;
20:15:43.460;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/login;
20:15:43.500;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/login;
20:15:43.522;Find_Element Execution_Time(ms):; 8; Page_URL:; http://localhost:8081/#!/login;
20:15:43.580;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/login;
20:15:43.585;Send_Keys Execution_Time(ms):; 195; Page_URL:; http://localhost:8081/#!/login;
20:15:43.595;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/login;
20:15:43.638;Find_Element Execution_Time(ms):; 32; Page_URL:; http://localhost:8081/#!/login;
20:15:43.678;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/login;
20:15:43.702;Find_Element Execution_Time(ms):; 1; Page_URL:; http://localhost:8081/#!/login;
20:15:43.750;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/login;
20:15:43.754;Send_Keys Execution_Time(ms):; 165; Page_URL:; http://localhost:8081/#!/login;
20:15:43.761;Wait_For_Page_Update Execution_Time(ms):; 4; Page_URL:; http://localhost:8081/#!/login;
20:15:43.777;Find_Element Execution_Time(ms):; 11; Page_URL:; http://localhost:8081/#!/login;
20:15:43.823;Find_Element Execution_Time(ms):; 24; Page_URL:; http://localhost:8081/#!/login;
20:15:43.843;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 72; Page_URL:; http://localhost:8081/#!/login;
20:15:43.863;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/login;
20:15:44.012;Wait_For_Page_Update Execution_Time(ms):; 87; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:44.020;Click Execution_Time(ms):; 258; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:44.535;Wait_For_Page_Update Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:44.565;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:45.115;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:45.674;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:46.224;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:46.722;Find_Element Execution_Time(ms):; 12; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:47.249;Find_Element Execution_Time(ms):; 18; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:47.772;Find_Element Execution_Time(ms):; 15; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:48.336;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:48.895;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:49.448;Find_Element Execution_Time(ms):; 42; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:50.003;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:50.558;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:51.098;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:51.641;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:51.661;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:51.671;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 7126; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:52.024;Click Execution_Time(ms):; 7509; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:52.512;Find_Element Execution_Time(ms):; 32; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:52.542;Wait_For_Page_Update Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:52.622;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 70; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:52.675;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:52.680;Click Execution_Time(ms):; 163; Page_URL:; http://localhost:8081/#!/dashboard;
20:15:52.703;Find_Element Execution_Time(ms):; 19; Page_URL:; http://localhost:8081/#!/dashboard;
