19:38:45.587;Open_Page Execution_Time(ms):; 1576; Page_URL:; http://localhost:8081/#!/login;
19:38:45.624;Wait_For_Page_Update Execution_Time(ms):; 14; Page_URL:; http://localhost:8081/#!/login;
19:38:45.645;Find_Element Execution_Time(ms):; 16; Page_URL:; http://localhost:8081/#!/login;
19:38:45.669;Find_Element Execution_Time(ms):; 7; Page_URL:; http://localhost:8081/#!/login;
19:38:45.701;Find_Element Execution_Time(ms):; 9; Page_URL:; http://localhost:8081/#!/login;
19:38:45.754;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/login;
19:38:45.758;Send_Keys Execution_Time(ms):; 149; Page_URL:; http://localhost:8081/#!/login;
19:38:45.766;Wait_For_Page_Update Execution_Time(ms):; 5; Page_URL:; http://localhost:8081/#!/login;
19:38:45.782;Find_Element Execution_Time(ms):; 11; Page_URL:; http://localhost:8081/#!/login;
19:38:45.806;Find_Element Execution_Time(ms):; 7; Page_URL:; http://localhost:8081/#!/login;
19:38:45.837;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/login;
19:38:45.888;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/login;
19:38:45.891;Send_Keys Execution_Time(ms):; 130; Page_URL:; http://localhost:8081/#!/login;
19:38:45.901;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/login;
19:38:45.918;Find_Element Execution_Time(ms):; 13; Page_URL:; http://localhost:8081/#!/login;
19:38:45.941;Find_Element Execution_Time(ms):; 7; Page_URL:; http://localhost:8081/#!/login;
19:38:45.952;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 48; Page_URL:; http://localhost:8081/#!/login;
19:38:45.962;Find_Element Execution_Time(ms):; 7; Page_URL:; http://localhost:8081/#!/login;
19:38:46.064;Wait_For_Page_Update Execution_Time(ms):; 58; Page_URL:; http://localhost:8081/#!/dashboard;
19:38:46.070;Click Execution_Time(ms):; 172; Page_URL:; http://localhost:8081/#!/dashboard;
19:38:46.486;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/dashboard;
19:38:46.501;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/dashboard;
19:38:47.038;Find_Element Execution_Time(ms):; 25; Page_URL:; http://localhost:8081/#!/dashboard;
19:38:47.579;Find_Element Execution_Time(ms):; 27; Page_URL:; http://localhost:8081/#!/dashboard;
19:38:48.129;Find_Element Execution_Time(ms):; 35; Page_URL:; http://localhost:8081/#!/dashboard;
19:38:48.666;Find_Element Execution_Time(ms):; 28; Page_URL:; http://localhost:8081/#!/dashboard;
19:38:49.208;Find_Element Execution_Time(ms):; 27; Page_URL:; http://localhost:8081/#!/dashboard;
19:38:49.740;Find_Element Execution_Time(ms):; 23; Page_URL:; http://localhost:8081/#!/dashboard;
19:38:50.276;Find_Element Execution_Time(ms):; 23; Page_URL:; http://localhost:8081/#!/dashboard;
