15:35:12.008;Open_Page Execution_Time(ms):; 1753; Page_URL:; http://localhost:8081/#!/login;
15:35:12.058;Wait_For_Page_Update Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/login;
15:35:12.088;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/login;
15:35:12.128;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/login;
15:35:12.153;Find_Element Execution_Time(ms):; 1; Page_URL:; http://localhost:8081/#!/login;
15:35:12.209;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/login;
15:35:12.213;Send_Keys Execution_Time(ms):; 192; Page_URL:; http://localhost:8081/#!/login;
15:35:12.223;Wait_For_Page_Update Execution_Time(ms):; 5; Page_URL:; http://localhost:8081/#!/login;
15:35:12.260;Find_Element Execution_Time(ms):; 14; Page_URL:; http://localhost:8081/#!/login;
15:35:12.300;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/login;
15:35:12.325;Find_Element Execution_Time(ms):; 1; Page_URL:; http://localhost:8081/#!/login;
15:35:12.368;Wait_For_Page_Update Execution_Time(ms):; 4; Page_URL:; http://localhost:8081/#!/login;
15:35:12.372;Send_Keys Execution_Time(ms):; 155; Page_URL:; http://localhost:8081/#!/login;
15:35:12.384;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/login;
15:35:12.400;Find_Element Execution_Time(ms):; 12; Page_URL:; http://localhost:8081/#!/login;
15:35:12.447;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/login;
15:35:12.477;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 73; Page_URL:; http://localhost:8081/#!/login;
15:35:12.497;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/login;
15:35:12.662;Wait_For_Page_Update Execution_Time(ms):; 118; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:12.673;Click Execution_Time(ms):; 290; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:13.170;Wait_For_Page_Update Execution_Time(ms):; 11; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:13.208;Find_Element Execution_Time(ms):; 27; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:13.763;Find_Element Execution_Time(ms):; 40; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:14.324;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:14.883;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:15.433;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:15.992;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:16.543;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:17.102;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:17.661;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:18.214;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:18.734;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:19.295;Find_Element Execution_Time(ms):; 40; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:19.853;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:20.403;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:20.463;Find_Element Execution_Time(ms):; 40; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:20.483;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 7292; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:20.846;Click Execution_Time(ms):; 7681; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:21.639;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:21.730;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:21.760;Wait_For_Page_Update Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:21.800;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:21.852;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:21.857;Click Execution_Time(ms):; 122; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:21.881;Find_Element Execution_Time(ms):; 19; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:21.892;Wait_For_Page_Update Execution_Time(ms):; 7; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:21.946;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 43; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:21.987;Wait_For_Page_Update Execution_Time(ms):; 5; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:21.991;Click Execution_Time(ms):; 107; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.008;Find_Element Execution_Time(ms):; 13; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.016;Wait_For_Page_Update Execution_Time(ms):; 5; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.039;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.091;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.096;Click Execution_Time(ms):; 84; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.114;Find_Element Execution_Time(ms):; 13; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.156;Wait_For_Page_Update Execution_Time(ms):; 32; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.206;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 40; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.252;Wait_For_Page_Update Execution_Time(ms):; 2; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.256;Click Execution_Time(ms):; 139; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.299;Find_Element Execution_Time(ms):; 22; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.329;Wait_For_Page_Update Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.389;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 50; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.444;Wait_For_Page_Update Execution_Time(ms):; 2; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.448;Click Execution_Time(ms):; 145; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.477;Find_Element Execution_Time(ms):; 25; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.484;Wait_For_Page_Update Execution_Time(ms):; 4; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.534;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 40; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.572;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.576;Click Execution_Time(ms):; 95; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.593;Find_Element Execution_Time(ms):; 13; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.601;Wait_For_Page_Update Execution_Time(ms):; 5; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.648;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 37; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.700;Wait_For_Page_Update Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.704;Click Execution_Time(ms):; 107; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.722;Find_Element Execution_Time(ms):; 14; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.731;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.774;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 33; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.818;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.822;Click Execution_Time(ms):; 96; Page_URL:; http://localhost:8081/#!/dashboard;
15:35:22.854;Find_Element Execution_Time(ms):; 11; Page_URL:; http://localhost:8081/#!/dashboard;
