12:12:33.062;Open_Page Execution_Time(ms):; 1967; Page_URL:; http://localhost:8081/#!/login;
12:12:33.114;Wait_For_Page_Update Execution_Time(ms):; 11; Page_URL:; http://localhost:8081/#!/login;
12:12:33.144;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/login;
12:12:33.184;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/login;
12:12:33.209;Find_Element Execution_Time(ms):; 1; Page_URL:; http://localhost:8081/#!/login;
12:12:33.264;Wait_For_Page_Update Execution_Time(ms):; 5; Page_URL:; http://localhost:8081/#!/login;
12:12:33.269;Send_Keys Execution_Time(ms):; 182; Page_URL:; http://localhost:8081/#!/login;
12:12:33.280;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/login;
12:12:33.299;Find_Element Execution_Time(ms):; 14; Page_URL:; http://localhost:8081/#!/login;
12:12:33.351;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/login;
12:12:33.387;Find_Element Execution_Time(ms):; 1; Page_URL:; http://localhost:8081/#!/login;
12:12:33.428;Wait_For_Page_Update Execution_Time(ms):; 4; Page_URL:; http://localhost:8081/#!/login;
12:12:33.432;Send_Keys Execution_Time(ms):; 159; Page_URL:; http://localhost:8081/#!/login;
12:12:33.444;Wait_For_Page_Update Execution_Time(ms):; 6; Page_URL:; http://localhost:8081/#!/login;
12:12:33.461;Find_Element Execution_Time(ms):; 12; Page_URL:; http://localhost:8081/#!/login;
12:12:33.506;Find_Element Execution_Time(ms):; 8; Page_URL:; http://localhost:8081/#!/login;
12:12:33.526;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 72; Page_URL:; http://localhost:8081/#!/login;
12:12:33.546;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/login;
12:12:33.692;Wait_For_Page_Update Execution_Time(ms):; 46; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:33.697;Click Execution_Time(ms):; 258; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:34.206;Wait_For_Page_Update Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:34.236;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:34.795;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:35.348;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:35.898;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:36.414;Find_Element Execution_Time(ms):; 8; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:36.969;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:37.516;Find_Element Execution_Time(ms):; 21; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:38.063;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:38.605;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:39.172;Find_Element Execution_Time(ms):; 32; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:39.723;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:40.273;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:40.824;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:41.346;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:41.366;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:41.376;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 7160; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:41.725;Click Execution_Time(ms):; 7539; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:42.547;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:42.617;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:42.657;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:42.687;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:42.727;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:42.757;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:42.793;Find_Element Execution_Time(ms):; 5; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:42.823;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:42.863;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:42.903;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:42.953;Find_Element Execution_Time(ms):; 30; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:43.023;Wait_For_Page_Update Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:43.053;Find_Element Execution_Time(ms):; 20; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:43.093;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:43.113;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 80; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:43.133;Find_Element Execution_Time(ms):; 10; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:43.186;Wait_For_Page_Update Execution_Time(ms):; 8; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:43.191;Click Execution_Time(ms):; 193; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:43.214;Find_Element Execution_Time(ms):; 17; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:43.232;Wait_For_Page_Update Execution_Time(ms):; 13; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:43.269;Wait_For_Element_To_Be_Clickable Execution_Time(ms):; 36; Page_URL:; http://localhost:8081/#!/dashboard;
12:12:43.324;Wait_For_Page_Update Execution_Time(ms):; 3; Page_URL:; http://localhost:8081/#!/login;
12:12:43.328;Click Execution_Time(ms):; 110; Page_URL:; http://localhost:8081/#!/login;
12:12:44.477;Driver_Quit Execution_Time(ms):; 1146; Page_URL:; ;
